row,candidate,chamber,incumbent,stateDist,candStem,lname,generalElec,party,nominateAdj,duckM,fname,state,candStemDIME,recipient.cfscore,dwdime,recipient.cfscore.dyn,district,gen.vote.pct,...1,avgIdeal,idealTwitter,idealWeb,twWeight,liberal,conservative,moderate,thetaExternal,thetaStart,sigmaStart,idealWebLibcon,seThetaWebLibcon,wordCountWebLibcon,idealTwitterLibcon,seThetaTwitterLibcon,wordCountTwitterLibcon,partyLeader,followersCampaign,followersOfficial,house,rep,webIdeal,twIdeal,prob,diff,year
2459,Sidney Moore,House,0,SC-05,SC-05-moore_sidney-,moore,0,D,NA,NA,sidney,SC,SC-05-moore_sidney-,-0.982,NA,-0.982,SC05,NA,2197,NA,NA,NA,NA,0,0,0,NA,-0.870059059,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,NA,NA,NA,NA,2020
2460,Dewon Huggins,House,0,SC-07,SC-07-huggins_dewon-,huggins,0,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2200,NA,NA,NA,NA,0,0,0,NA,0,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,NA,NA,NA,NA,2020
2461,Robert Williams,House,0,SC-07,SC-07-williams_robert-,williams,0,D,NA,NA,robert,SC,SC-07-williams_robert-,0.682,NA,0.182,SC07,NA,2202,NA,NA,NA,NA,0,0,0,NA,-0.870059059,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,NA,NA,NA,NA,2020
2462,William Williams,House,0,SC-07,SC-07-williams_william-,williams,0,D,NA,NA,robert,SC,SC-07-williams_robert-,0.682,NA,0.182,SC07,NA,2204,-0.78,NA,-0.78,0,0,0,0,NA,-0.870059059,0.5,-0.78,0.0689,663,NA,NA,NA,0,NA,NA,1,0,-0.78,NA,0.22,1.462,2020
2463,Brian Wirth,House,0,SD-00,SD-00-wirth_brian-,wirth,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2211,NA,NA,NA,NA,0,0,0,NA,-0.870059059,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,NA,NA,NA,NA,2020
2464,Elizabeth May,House,0,SD-00,SD-00-may_elizabeth-,marty-may,0,R,NA,NA,elizabeth,SD,SD-00-marty-may_elizabeth-,1.577,1.476,1.577,SD01,NA,2213,NA,NA,NA,NA,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,NA,NA,NA,NA,2020
2465,Whitney Raver,House,0,SD-00,SD-00-raver_whitney-,raver,0,D,NA,NA,whitney,SD,SD-00-raver_whitney-,-0.937,-1.145,-0.936,SD01,NA,2215,-0.79,-1.48,-0.48,0.31,0,0,0,NA,-0.870059059,0.5,-0.48,0.0737,526,-1.48,0.0277,2813,0,602,NA,1,0,-0.48,-1.48,0.21,-0.147,2020
2466,Carter Quillen,House,0,TN-01,TN-01-quillen_carter-,quillen,0,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2221,NA,NA,NA,NA,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,NA,NA,NA,NA,2020
2467,Chad Fleenor,House,0,TN-01,TN-01-fleenor_chad-,fleenor,0,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2222,NA,NA,NA,NA,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,NA,NA,NA,NA,2020
2468,Chance Cansler,House,0,TN-01,TN-01-cansler_chance-,cansler,0,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2223,NA,NA,NA,NA,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,NA,NA,NA,NA,2020
2469,Charles Allen,House,0,TN-01,TN-01-allen_charles-,allen,0,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2224,NA,NA,NA,NA,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,NA,NA,NA,NA,2020
2470,Chris Rowe,House,0,TN-01,TN-01-rowe_chris-,rowe,0,D,NA,NA,christopher,TN,TN-01-rowe_christopher-,-1.04,-1.161,-1.04,TN01,NA,2225,-1.16,-1.33,-0.73,0.72,0,0,0,NA,-0.870059059,0.5,-0.73,0.0838,526,-1.33,0.0123,15553,0,4326,NA,1,0,-0.73,-1.33,0.12,0.12,2020
2471,Chuck Miller,House,0,TN-01,TN-01-miller_chuck-,miller,0,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2226,NA,NA,NA,NA,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,NA,NA,NA,NA,2020
2472,Dan Street,House,0,TN-01,TN-01-street_dan-,street,0,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2227,NA,NA,NA,NA,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,NA,NA,NA,NA,2020
2473,David Hawk,House,0,TN-01,TN-01-hawk_david-,hawk,0,R,NA,NA,david,TN,TN-01-hawk_david-,0.872,NA,0.872,TN01,NA,2228,1.01,NA,1.01,0,0,0,0,NA,1.034735001,0.5,1.01,0.0647,501,NA,NA,NA,0,NA,NA,1,1,1.01,NA,0.84,-0.138,2020
2474,Dustin Decal,House,0,TN-01,TN-01-decal_dustin-,decal,0,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2230,NA,NA,NA,NA,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,NA,NA,NA,NA,2020
2475,J.S. Moore,House,0,TN-01,TN-01-moore_js-,moore,0,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2231,NA,NA,NA,NA,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,NA,NA,NA,NA,2020
2476,Jay Adkins,House,0,TN-01,TN-01-adkins_jay-,adkins,0,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2232,NA,NA,NA,NA,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,NA,NA,NA,NA,2020
2477,John Clark,House,0,TN-01,TN-01-clark_john-,clark,0,R,NA,NA,john,TN,TN-01-clark_john-,0.997,NA,0.997,TN01,NA,2233,1.04,NA,1.04,0,0,0,0,NA,1.034735001,0.5,1.04,0.0414,1135,NA,NA,NA,0,NA,NA,1,1,1.04,NA,0.85,-0.043,2020
2478,Josh Gapp,House,0,TN-01,TN-01-gapp_josh-,gapp,0,R,NA,NA,joshua,TN,TN-01-gapp_joshua-,2.144,NA,2.136,TN01,NA,2234,1.42,NA,1.42,0,0,0,0,NA,1.034735001,0.5,1.42,0.0412,1021,NA,NA,NA,0,NA,NA,1,1,1.42,NA,0.92,0.724,2020
2479,Larry Smith,House,0,TN-01,TN-01-smith_larry-,smith,0,D,NA,NA,larry,TN,TN-01-smith_larry-,-1.134,NA,-1.134,TN01,NA,2235,NA,NA,NA,NA,0,0,0,NA,-0.870059059,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,NA,NA,NA,NA,2020
2480,Nichole Williams,House,0,TN-01,TN-01-williams_nichole-,williams,0,R,NA,NA,nichole,TN,TN-01-williams_nichole-,1.451,NA,1.451,TN01,NA,2236,1.34,NA,1.34,0,0,0,0,NA,1.034735001,0.5,1.34,0.0882,273,NA,NA,NA,0,NA,NA,1,1,1.34,NA,0.91,0.111,2020
2481,Phil Arlinghaus,House,0,TN-01,TN-01-arlinghaus_phil-,arlinghaus,0,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2237,NA,NA,NA,NA,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,NA,NA,NA,NA,2020
2482,Richard Baker,House,0,TN-01,TN-01-baker_richard-,baker,0,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2238,NA,NA,NA,NA,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,NA,NA,NA,NA,2020
2483,Robert Franklin,House,0,TN-01,TN-01-franklin_robert-,franklin,0,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2239,NA,NA,NA,NA,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,NA,NA,NA,NA,2020
2484,Rusty Crowe,House,0,TN-01,TN-01-crowe_rusty-,crowe,0,R,NA,NA,dewey,TN,TN-01-crowe_dewey-,1.22,1.246,1.22,TN01,NA,2240,1.12,0.94,1.12,0.02,0,0,0,NA,1.034735001,0.5,1.12,0.0466,1004,0.94,0.0941,284,0,NA,NA,1,1,1.12,0.94,0.87,0.1,2020
2485,Steve Darden,House,0,TN-01,TN-01-darden_steve-,darden,0,R,NA,NA,stephen,TN,TN-01-darden_stephen-,1.048,0.924,1.047,TN01,NA,2241,1.1,NA,1.1,0,0,0,0,NA,1.034735001,0.5,1.1,0.1039,225,NA,NA,NA,0,NA,NA,1,1,1.1,NA,0.86,-0.052,2020
2486,Timothy Hill,House,0,TN-01,TN-01-hill_timothy-,hill,0,R,NA,NA,timothy,TN,TN-01-hill_timothy-,1.396,1.696,1.396,TN01,NA,2243,NA,NA,NA,NA,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,NA,NA,NA,NA,2020
2487,Chance Brown,House,0,TN-02,TN-02-brown_chance-,brown,0,D,NA,NA,chance,TN,TN-02-brown_chance-,-1.097,NA,-1.097,TN02,NA,2244,-1.08,NA,-1.08,0,0,0,0,NA,-0.870059059,0.5,-1.08,0.066,697,NA,NA,NA,0,NA,NA,1,0,-1.08,NA,0.14,-0.017,2020
2488,Doug Meyer,House,0,TN-04,TN-04-meyer_doug-,meyer,0,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2251,1.37,NA,1.37,0,0,0,0,NA,1.034735001,0.5,1.37,0.0501,873,NA,NA,NA,0,NA,NA,1,1,1.37,NA,0.91,NA,2020
2489,Michael Franklin,House,0,TN-04,TN-04-franklin_michael-,franklin,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2252,-1.06,-1.06,NA,1,0,0,0,NA,-0.870059059,0.5,NA,NA,NA,-1.06,0.0152,16953,0,19044,NA,1,0,NA,-1.06,0.14,NA,2020
2490,Noelle Bivens,House,0,TN-04,TN-04-bivens_noelle-,bivens,0,D,NA,NA,lydia,TN,TN-04-bivens_lydia-,-1.127,NA,-1.127,TN04,NA,2253,-1.32,NA,-1.32,0,0,0,0,NA,-0.870059059,0.5,-1.32,0.0286,2332,NA,NA,NA,0,NA,NA,1,0,-1.32,NA,0.09,0.193,2020
2491,Randy Sharp,House,0,TN-04,TN-04-sharp_randy-,sharp,0,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2254,NA,NA,NA,NA,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,NA,NA,NA,NA,2020
2492,Joshua Rawlings,House,0,TN-05,TN-05-rawlings_joshua-,rawlings,0,D,NA,NA,joshua,TN,TN-05-rawlings_joshua-,-0.959,NA,-0.959,TN05,NA,2257,-0.81,-0.92,-0.8,0.08,0,0,0,NA,-0.870059059,0.5,-0.8,0.0546,1127,-0.92,0.052,1170,0,NA,NA,1,0,-0.8,-0.92,0.21,-0.149,2020
2493,Justin Bautista-Jones,House,0,TN-05,TN-05-bautista-jones_justin-,bautista-jones,0,D,NA,NA,justin,TN,TN-05-bautista-jones_justin-,-1.15,-1.146,-1.15,TN05,NA,2258,-1.41,NA,-1.41,0,0,0,0,NA,-0.870059059,0.5,-1.41,0.0382,1139,NA,NA,NA,0,NA,NA,1,0,-1.41,NA,0.08,0.26,2020
2494,Keeda Haynes,House,0,TN-05,TN-05-haynes_keeda-,haynes,0,D,NA,NA,keeda,TN,TN-05-haynes_keeda-,-1.027,-1.258,-1.027,TN05,NA,2259,-1.45,-1.35,-1.48,0.2,0,0,0,NA,-0.870059059,0.5,-1.48,0.0307,1695,-1.35,0.0213,4946,0,4875,NA,1,0,-1.48,-1.35,0.07,0.423,2020
2495,Meredith Mattlin,House,0,TN-05,TN-05-mattlin_meredith-,mattlin,0,D,NA,NA,meredith,TN,TN-05-mattlin_meredith-,-1.131,NA,-1.131,TN05,NA,2260,-1.65,-1.65,NA,1,0,0,0,NA,-0.870059059,0.5,NA,NA,NA,-1.65,0.0141,7838,0,1531,NA,1,0,NA,-1.65,0.05,0.519,2020
2496,Hollis Skinner,House,0,TN-08,TN-08-skinner_hollis-,skinner,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2268,NA,NA,NA,NA,0,0,0,NA,-0.870059059,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,NA,NA,NA,NA,2020
2497,Lawrence Pivnick,House,0,TN-08,TN-08-pivnick_lawrence-,pivnick,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2269,-0.76,NA,-0.76,0,0,0,0,NA,-0.870059059,0.5,-0.76,0.0339,2706,NA,NA,NA,0,NA,NA,1,0,-0.76,NA,0.22,NA,2020
2498,Savannah Williamson,House,0,TN-08,TN-08-williamson_savannah-,williamson,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2270,NA,NA,NA,NA,0,0,0,NA,-0.870059059,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,NA,NA,NA,NA,2020
2499,Corey Strong,House,0,TN-09,TN-09-strong_corey-,strong,0,D,NA,NA,corey,TN,TN-09-strong_corey-,-1.071,-1.33,-1.054,TN09,NA,2272,-1,-0.68,-1.06,0.16,1,0,0,-1.66,-1.657822485,0.5,-1.06,0.0616,678,-0.68,0.0469,1523,0,544,NA,1,0,-1.06,-0.68,0.16,-0.071,2020
2500,Leo AwGoWhat,House,0,TN-09,TN-09-awgowhat_leo-,awgowhat,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2273,NA,NA,NA,NA,0,0,0,NA,-0.870059059,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,NA,NA,NA,NA,2020
2501,Jonathan Davidson,House,0,TX-01,TX-01-davidson_jonathan-,davidson,0,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2298,1.11,NA,1.11,0,0,0,0,NA,1.034735001,0.5,1.11,0.0249,3983,NA,NA,NA,0,NA,NA,1,1,1.11,NA,0.87,NA,2020
2502,Elisa Cardnell,House,0,TX-02,TX-02-cardnell_elisa-,cardnell,0,D,NA,NA,elisa,TX,TX-02-cardnell_elisa-,-0.946,-1.099,-0.946,TX02,NA,2301,-1.06,-1.06,NA,1,0,0,0,NA,-0.870059059,0.5,NA,NA,NA,-1.06,0.0106,24604,0,NA,NA,1,0,NA,-1.06,0.14,0.114,2020
2503,Travis Olsen,House,0,TX-02,TX-02-olsen_travis-,olsen,0,D,NA,NA,travis,TX,TX-02-olsen_travis-,-0.694,-0.936,-0.694,TX02,NA,2303,NA,NA,NA,NA,0,0,0,NA,-0.870059059,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,NA,NA,NA,NA,2020
2504,Sean McCaffity,House,0,TX-03,TX-03-mccaffity_sean-,mccaffity,0,D,NA,NA,sean,TX,TX-03-mccaffity_sean-,-0.851,-1.09,-0.851,TX03,NA,2305,-0.87,-1.28,-0.79,0.16,0,0,0,NA,-0.870059059,0.5,-0.79,0.0296,3498,-1.28,0.018,7880,0,1812,NA,1,0,-0.79,-1.28,0.19,0.019,2020
2505,Tanner Do,House,0,TX-03,TX-03-do_tanner-,do,0,D,NA,NA,tanner,TX,TX-03-do_tanner-,-0.955,NA,-0.955,TX03,NA,2306,NA,NA,NA,NA,0,0,0,NA,-0.870059059,0.5,NA,NA,NA,NA,NA,NA,0,333,NA,1,0,NA,NA,NA,NA,2020
2506,John Ratcliffe,House,1,TX-04,TX-04-ratcliffe_john-,ratcliffe,0,R,0.693,2.180385702,john,TX,TX-04-ratcliffe_john-,1.243,1.64,1.318,TX04,NA,2308,1.41,NA,1.41,0,0,0,0,1.28,1.281207942,0.5,1.41,0.0333,1275,NA,NA,NA,0,NA,NA,1,1,1.41,NA,0.92,-0.167,2020
2507,Don Hill,House,0,TX-05,TX-05-hill_don-,hill,0,R,NA,NA,donald,TX,TX-05-hill_donald-,1.673,NA,1.673,TX05,NA,2312,NA,NA,NA,NA,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,NA,NA,NA,NA,2020
2508,Cindy Siegel,House,0,TX-07,TX-07-siegel_cindy-,siegel,0,R,NA,NA,cynthia,TX,TX-07-siegel_cynthia-,1.207,0.927,1.207,TX07,NA,2316,NA,NA,NA,NA,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,NA,NA,NA,NA,2020
2509,Jim Noteware,House,0,TX-07,TX-07-noteware_jim-,noteware,0,R,NA,NA,james,TX,TX-07-noteware_james-,0.462,NA,0.462,TX07,NA,2317,NA,NA,NA,NA,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,NA,NA,NA,NA,2020
2510,Kyle Preston,House,0,TX-07,TX-07-preston_kyle-,preston,0,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2318,1.06,NA,1.06,0,0,0,0,NA,1.034735001,0.5,1.06,0.0704,396,NA,NA,NA,0,NA,NA,1,1,1.06,NA,0.86,NA,2020
2511,Laique Rehman,House,0,TX-07,TX-07-rehman_laique-,rehman,0,R,NA,NA,laique,TX,TX-07-rehman_laique-,0.246,NA,0.642,TX07,NA,2319,1.48,1.48,NA,1,0,0,0,NA,1.034735001,0.5,NA,NA,NA,1.48,0.0322,1812,0,79,NA,1,1,NA,1.48,0.93,-1.234,2020
2512,Maria Espinoza,House,0,TX-07,TX-07-espinoza_maria-,espinoza,0,R,NA,NA,maria,TX,TX-07-espinoza_maria-,1.546,NA,1.546,TX07,NA,2321,1.61,1.8,1.38,0.55,0,0,0,NA,1.034735001,0.5,1.38,0.069,419,1.8,0.0152,5963,0,1239,NA,1,1,1.38,1.8,0.95,-0.064,2020
2513,Kirk Osborn,House,0,TX-08,TX-08-osborn_kirk-,osborn,0,R,NA,NA,kirk,TX,TX-08-osborn_kirk-,1.779,NA,1.779,TX08,NA,2325,1.45,1.73,1.38,0.2,0,0,0,NA,1.034735001,0.5,1.38,0.064,413,1.73,0.0366,1221,0,188,NA,1,1,1.38,1.73,0.93,0.329,2020
2514,Laura Jones,House,0,TX-08,TX-08-jones_laura-,jones,0,D,NA,NA,laura,TX,TX-08-jones_laura-,-0.924,-0.616,-0.838,TX08,NA,2326,-0.63,-0.63,-0.64,0.54,0,0,0,NA,-0.870059059,0.5,-0.64,0.0872,438,-0.63,0.0217,6170,0,NA,NA,1,0,-0.64,-0.63,0.26,-0.294,2020
2515,Melissa Esparza-Mathis,House,0,TX-08,TX-08-esparza-mathis_melissa-,esparza-mathis,0,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2327,1.01,NA,1.01,0,0,0,0,NA,1.034735001,0.5,1.01,0.0739,328,NA,NA,NA,0,NA,NA,1,1,1.01,NA,0.84,NA,2020
2516,Jon Menefee,House,0,TX-09,TX-09-menefee_jon-,menefee,0,R,NA,NA,jon,TX,TX-09-menefee_jon-,-0.296,NA,-0.264,TX09,NA,2330,1.01,1.33,0.94,0.17,0,0,0,NA,1.034735001,0.5,0.94,0.0881,236,1.33,0.0604,556,0,NA,NA,1,1,0.94,1.33,0.84,-1.306,2020
2517,Julian Martinez,House,0,TX-09,TX-09-martinez_julian-,martinez,0,R,NA,NA,julian,TX,TX-09-martinez_julian-,1.407,NA,1.407,TX09,NA,2331,NA,NA,NA,NA,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,NA,NA,NA,NA,2020
2518,Melissa Wilson-Williams,House,0,TX-09,TX-09-wilson-williams_melissa-,wilson-williams,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2332,NA,NA,NA,NA,0,0,0,NA,-0.870059059,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,NA,NA,NA,NA,2020
2519,Pritesh Gandhi,House,0,TX-10,TX-10-gandhi_pritesh-,gandhi,0,D,NA,NA,pritesh,TX,TX-10-gandhi_pritesh-,-0.861,-1.098,-0.861,TX10,NA,2335,-1.06,-1.09,-1.05,0.27,0,0,0,NA,-0.870059059,0.5,-1.05,0.0273,3709,-1.09,0.0136,16024,0,23374,NA,1,0,-1.05,-1.09,0.14,0.199,2020
2520,Shannon Hutcheson,House,0,TX-10,TX-10-hutcheson_shannon-,hutcheson,0,D,NA,NA,shannon,TX,TX-10-hutcheson_shannon-,-0.82,-1.102,-0.82,TX10,NA,2336,-0.98,-0.98,NA,1,0,0,0,NA,-0.870059059,0.5,NA,NA,NA,-0.98,0.0267,4218,0,NA,NA,1,0,NA,-0.98,0.16,0.16,2020
2521,Brandon Batch,House,0,TX-11,TX-11-batch_brandon-,batch,0,R,NA,NA,brandon,TX,TX-11-batch_brandon-,1.429,1.751,1.429,TX11,NA,2338,1.21,1.21,NA,1,0,0,0,NA,1.034735001,0.5,NA,NA,NA,1.21,0.0475,1116,0,NA,NA,1,1,NA,1.21,0.89,0.219,2020
2522,Casey Gray,House,0,TX-11,TX-11-gray_casey-,gray,0,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2339,NA,NA,NA,NA,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,NA,NA,NA,NA,2020
2523,Gene Barber,House,0,TX-11,TX-11-barber_gene-,barber,0,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2340,NA,NA,NA,NA,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,NA,NA,NA,NA,2020
2524,J. D. Faircloth,House,0,TX-11,TX-11-faircloth_jd-,faircloth,0,R,NA,NA,james,TX,TX-11-faircloth_james-,1.453,NA,1.453,TX11,NA,2341,NA,NA,NA,NA,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,NA,NA,NA,NA,2020
2525,J. Ross Lacy,House,0,TX-11,TX-11-lacy_jross-,lacy,0,R,NA,NA,oss,TX,TX-11-lacy_oss-,1.485,1.748,1.485,TX11,NA,2342,NA,NA,NA,NA,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,NA,NA,NA,NA,2020
2526,Jamie Berryhill,House,0,TX-11,TX-11-berryhill_jamie-,berryhill,0,R,NA,NA,james,TX,TX-11-berryhill_james-,1.656,NA,1.717,TX11,NA,2343,1.32,1.7,1.31,0.03,0,0,0,NA,1.034735001,0.5,1.31,0.0487,899,1.7,0.0641,329,0,NA,NA,1,1,1.31,1.7,0.91,0.336,2020
2527,Jeffery Cady,House,0,TX-11,TX-11-cady_jeffery-,cady,0,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2344,NA,NA,NA,NA,0,0,0,NA,0,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,NA,NA,NA,NA,2020
2528,Ned Luscombe,House,0,TX-11,TX-11-luscombe_ned-,luscombe,0,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2346,NA,NA,NA,NA,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,NA,NA,NA,NA,2020
2529,Robert Tucker,House,0,TX-11,TX-11-tucker_robert-,tucker,0,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2347,1.28,1.28,NA,1,0,0,0,NA,1.034735001,0.5,NA,NA,NA,1.28,0.0665,431,0,NA,NA,1,1,NA,1.28,0.9,NA,2020
2530,Wesley Virdell,House,0,TX-11,TX-11-virdell_wesley-,virdell,0,R,NA,NA,wesley,TX,TX-11-virdell_wesley-,1.643,NA,1.598,TX11,NA,2348,1.28,NA,1.28,0,0,0,0,NA,1.034735001,0.5,1.28,0.0695,340,NA,NA,NA,0,NA,NA,1,1,1.28,NA,0.9,0.363,2020
2531,Chris Putnam,House,0,TX-12,TX-12-putnam_chris-,putnam,0,R,NA,NA,chris,TX,TX-12-putnam_chris-,1.565,1.742,1.556,TX12,NA,2349,1.31,NA,1.31,0,0,0,0,NA,1.034735001,0.5,1.31,0.0932,250,NA,NA,NA,0,NA,NA,1,1,1.31,NA,0.9,0.255,2020
2532,Danny Anderson,House,0,TX-12,TX-12-anderson_danny-,anderson,0,D,NA,NA,danny,TX,TX-12-anderson_danny-,-0.67,NA,-0.67,TX12,NA,2350,-0.9,NA,-0.9,0,0,0,0,NA,-0.870059059,0.5,-0.9,0.1,272,NA,NA,NA,0,NA,NA,1,0,-0.9,NA,0.18,0.23,2020
2533,Asusena Resendiz,House,0,TX-13,TX-13-resendiz_asusena-,resendiz,0,R,NA,NA,asusena,TX,TX-13-resendiz_asusena-,0.634,NA,0.634,TX13,NA,2354,NA,NA,NA,NA,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,NA,NA,NA,NA,2020
2534,Catherine Carr,House,0,TX-13,TX-13-carr_catherine-,carr,0,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2355,NA,NA,NA,NA,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,NA,NA,NA,NA,2020
2535,Chris Ekstrom,House,0,TX-13,TX-13-ekstrom_chris-,ekstrom,0,R,NA,NA,chris,TX,TX-13-ekstrom_chris-,1.449,1.733,1.449,TX13,NA,2356,1.8,1.8,NA,1,0,0,0,NA,1.034735001,0.5,NA,NA,NA,1.8,0.0743,245,0,NA,NA,1,1,NA,1.8,0.96,-0.351,2020
2536,Diane Knowlton,House,0,TX-13,TX-13-knowlton_diane-,knowlton,0,R,NA,NA,diane,TX,TX-13-knowlton_diane-,1.523,NA,1.523,TX13,NA,2357,NA,NA,NA,NA,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,NA,NA,NA,NA,2020
2537,Elaine Hays,House,0,TX-13,TX-13-hays_elaine-,hays,0,R,NA,NA,elaine,TX,TX-13-hays_elaine-,1.434,1.744,1.371,TX13,NA,2358,1.26,1.16,1.27,0.06,0,0,0,NA,1.034735001,0.5,1.27,0.0574,590,1.16,0.0705,453,0,NA,NA,1,1,1.27,1.16,0.9,0.174,2020
2538,Greg Sagan,House,0,TX-13,TX-13-sagan_greg-,sagan,0,D,NA,NA,gregory,TX,TX-13-sagan_gregory-,-0.876,-1.135,-0.848,TX13,NA,2359,NA,NA,NA,NA,0,0,0,NA,-0.870059059,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,NA,NA,NA,NA,2020
2539,Jamie Culley,House,0,TX-13,TX-13-culley_jamie-,culley,0,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2361,NA,NA,NA,NA,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,NA,NA,NA,NA,2020
2540,Jason Foglesong,House,0,TX-13,TX-13-foglesong_jason-,foglesong,0,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2362,NA,NA,NA,NA,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,0,415,NA,1,1,NA,NA,NA,NA,2020
